work_year,salary_in_usd,employee_residence,company_size,job_group,_experience_level,_employment_type,_remote_ratio
2023,75000,US,M,Data Analyst,entry-level,full-time,remote
2023,225000,US,M,Data Scientist,senior,full-time,on-site
2023,156400,US,M,Data Scientist,senior,full-time,on-site
2023,150000,US,M,Analytics engineer,senior,full-time,on-site
2023,120000,US,M,Analytics engineer,senior,full-time,on-site
2023,163800,US,M,ML engineer,senior,full-time,on-site
2023,126000,US,M,ML engineer,senior,full-time,on-site
2023,145000,US,M,Data Analyst,senior,full-time,remote
2023,90000,US,M,Data Analyst,senior,full-time,remote
2023,204500,US,M,ML engineer,senior,full-time,on-site
2023,142200,US,M,ML engineer,senior,full-time,on-site
2023,95000,US,M,Data Analyst,senior,full-time,on-site
2023,85500,US,M,Data Analyst,senior,full-time,on-site
2023,167500,US,M,Data Engineer,senior,full-time,on-site
2023,106500,US,M,Data Engineer,senior,full-time,on-site
2023,163800,US,M,Data Engineer,senior,full-time,on-site
2023,126000,US,M,Data Engineer,senior,full-time,on-site
2023,155000,US,M,Data Lead,mid-level,full-time,on-site
2023,140000,US,M,Data Lead,mid-level,full-time,on-site
2023,250000,US,M,Data Scientist,senior,full-time,on-site
2023,200000,US,M,Data Scientist,senior,full-time,on-site
2023,260000,US,M,Data Scientist,senior,full-time,on-site
2023,186000,US,M,Data Scientist,senior,full-time,on-site
2023,160000,US,M,Data Engineer,senior,full-time,remote
2023,130000,US,M,Data Engineer,senior,full-time,remote
2023,200000,US,M,Data Scientist,senior,full-time,on-site
2023,150000,US,M,Data Scientist,senior,full-time,on-site
2023,48289,ES,M,Data Scientist,senior,full-time,on-site
2023,38631,ES,M,Data Scientist,senior,full-time,on-site
2023,150000,US,M,Data Scientist,senior,full-time,on-site
2023,120000,US,M,Data Scientist,senior,full-time,on-site
2023,30000,IN,M,Data Analyst,entry-level,full-time,hybrid
2023,185000,US,M,Data Scientist,mid-level,full-time,on-site
2023,125000,US,M,Data Scientist,mid-level,full-time,on-site
2022,34320,US,S,Data Analyst,entry-level,part-time,remote
2022,9289,BR,M,Data Analyst,mid-level,full-time,remote
2023,75116,PT,L,Data Lead,senior,full-time,remote
2022,106000,UZ,L,Data Lead,executive,full-time,on-site
2023,175000,US,M,Data Analyst,senior,full-time,remote
2023,130000,US,M,Data Analyst,senior,full-time,remote
2023,122000,US,M,Data Analyst,senior,full-time,remote
2023,93800,US,M,Data Analyst,senior,full-time,remote
2023,150000,MX,M,Data Lead,senior,full-time,remote
2023,90000,MX,M,Data Lead,senior,full-time,remote
2023,165000,US,M,Data Analyst,senior,full-time,remote
2023,112000,US,M,Data Analyst,senior,full-time,remote
2023,220000,US,M,ML engineer,entry-level,full-time,on-site
2023,71897,DE,M,Data Analyst,senior,full-time,remote
2023,64385,DE,M,ML engineer,entry-level,full-time,on-site
2023,204500,US,M,ML engineer,senior,full-time,on-site
2023,142200,US,M,ML engineer,senior,full-time,on-site
2023,15806,IN,S,Data Analyst,senior,full-time,remote
2023,200000,US,M,ML engineer,mid-level,full-time,on-site
2023,175000,US,M,ML engineer,mid-level,full-time,on-site
2023,185900,US,M,Data Engineer,senior,full-time,on-site
2023,129300,US,M,Data Engineer,senior,full-time,on-site
2023,185900,US,M,Data Analyst,senior,full-time,on-site
2023,121700,US,M,Data Analyst,senior,full-time,on-site
2023,204500,US,M,ML engineer,senior,full-time,on-site
2023,142200,US,M,ML engineer,senior,full-time,on-site
2023,40000,FR,L,Data Scientist,mid-level,full-time,hybrid
2023,29453,TH,M,Consultant,senior,full-time,hybrid
2023,180180,US,M,Data Analyst,senior,full-time,on-site
2023,106020,US,M,Data Analyst,senior,full-time,on-site
2023,136000,US,M,Data Scientist,senior,full-time,remote
2023,104000,US,M,Data Scientist,senior,full-time,remote
2023,125000,US,M,Data Analyst,senior,full-time,on-site
2023,110000,US,M,Data Analyst,senior,full-time,on-site
2023,153400,US,M,ML engineer,senior,full-time,on-site
2023,122700,US,M,ML engineer,senior,full-time,on-site
2023,310000,US,M,Data Engineer,executive,full-time,remote
2023,239000,US,M,Data Engineer,executive,full-time,remote
2023,152380,US,M,Data Analyst,senior,full-time,on-site
2023,121904,US,M,Data Analyst,senior,full-time,on-site
2023,185900,US,M,Data Scientist,senior,full-time,on-site
2023,129300,US,M,Data Scientist,senior,full-time,on-site
2023,247500,US,M,ML engineer,senior,full-time,on-site
2023,172200,US,M,ML engineer,senior,full-time,on-site
2023,168400,US,M,Data Architect,senior,full-time,on-site
2023,105200,US,M,Data Architect,senior,full-time,on-site
2023,128280,US,M,ML engineer,senior,full-time,on-site
2023,106900,US,M,ML engineer,senior,full-time,on-site
2022,192000,US,L,Data Scientist,senior,full-time,remote
2023,140000,US,M,Data Engineer,mid-level,full-time,on-site
2023,100000,US,M,Data Engineer,mid-level,full-time,on-site
2023,107309,DE,S,Data Scientist,senior,full-time,remote
2023,85847,DE,S,Data Scientist,senior,full-time,remote
2023,275000,DE,M,ML engineer,senior,full-time,on-site
2023,174000,DE,M,ML engineer,senior,full-time,on-site
2023,139500,US,M,Data Engineer,senior,full-time,on-site
2023,109400,US,M,Data Engineer,senior,full-time,on-site
2023,139500,US,M,ML engineer,senior,full-time,on-site
2023,109400,US,M,ML engineer,senior,full-time,on-site
2023,170500,US,M,Data Analyst,senior,full-time,remote
2023,85000,US,M,Data Analyst,senior,full-time,remote
2023,72946,GB,M,Data Lead,senior,full-time,on-site
2023,54365,GB,M,Data Lead,senior,full-time,on-site
2023,160288,GB,M,Data Lead,executive,full-time,on-site
2023,127467,GB,M,Data Lead,executive,full-time,on-site
2023,80000,US,M,Data Engineer,senior,full-time,on-site
2023,65000,US,M,Data Engineer,senior,full-time,on-site
2023,124740,US,M,Data Engineer,senior,full-time,on-site
2023,65488,US,M,Data Engineer,senior,full-time,on-site
2023,72200,US,M,Data Analyst,senior,full-time,on-site
2023,64980,US,M,Data Analyst,senior,full-time,on-site
2023,153600,US,M,Data Engineer,senior,full-time,on-site
2023,106800,US,M,Data Engineer,senior,full-time,on-site
2023,179975,US,M,Data Analyst,senior,full-time,remote
2023,86466,US,M,Data Analyst,senior,full-time,remote
2023,120000,US,M,Data Engineer,senior,full-time,on-site
2023,90000,US,M,Data Engineer,senior,full-time,on-site
2023,51039,GB,M,Data Analyst,mid-level,full-time,on-site
2023,42533,GB,M,Data Analyst,mid-level,full-time,on-site
2023,149076,US,M,Data Scientist,senior,full-time,on-site
2023,82365,US,M,Data Scientist,senior,full-time,on-site
2023,169000,US,M,Data Analyst,senior,full-time,on-site
2023,110600,US,M,Data Analyst,senior,full-time,on-site
2023,175000,US,M,Data Lead,senior,full-time,on-site
2023,120000,US,M,Data Lead,senior,full-time,on-site
2023,230000,US,M,Data Analyst,senior,full-time,on-site
2023,180000,US,M,Data Analyst,senior,full-time,on-site
2023,153600,US,M,Data Analyst,senior,full-time,on-site
2023,106800,US,M,Data Analyst,senior,full-time,on-site
2023,140000,US,M,Data Lead,senior,full-time,on-site
2023,120000,US,M,Data Lead,senior,full-time,on-site
2023,205920,US,M,Data Engineer,senior,full-time,on-site
2023,171600,US,M,Data Engineer,senior,full-time,on-site
2023,165000,US,M,Data Analyst,senior,full-time,remote
2023,125000,US,M,Data Analyst,senior,full-time,remote
2023,265000,US,M,Data Engineer,senior,full-time,on-site
2023,185000,US,M,Data Engineer,senior,full-time,on-site
2023,130000,US,M,ML engineer,mid-level,full-time,on-site
2022,168000,US,M,Data Scientist,entry-level,full-time,remote
2023,38631,ES,L,Data Scientist,mid-level,full-time,hybrid
2023,95000,US,M,Data Analyst,senior,full-time,on-site
2023,85500,US,M,Data Analyst,senior,full-time,on-site
2023,147100,US,M,Data Scientist,senior,full-time,on-site
2023,90700,US,M,Data Scientist,senior,full-time,on-site
2023,167580,US,M,Data Engineer,senior,full-time,on-site
2023,87980,US,M,Data Engineer,senior,full-time,on-site
2023,202000,US,M,Data Engineer,senior,full-time,remote
2023,135000,US,M,Data Engineer,senior,full-time,remote
2023,163800,US,M,Data Engineer,senior,full-time,on-site
2023,126000,US,M,Data Engineer,senior,full-time,on-site
2023,163800,US,M,ML engineer,senior,full-time,on-site
2023,126000,US,M,ML engineer,senior,full-time,on-site
2023,104000,US,M,Data Engineer,senior,full-time,remote
2023,65000,US,M,Data Engineer,senior,full-time,remote
2023,230000,US,M,Data Scientist,senior,full-time,on-site
2023,148000,US,M,Data Scientist,senior,full-time,on-site
2023,269000,CA,M,ML engineer,senior,full-time,remote
2023,158000,CA,M,ML engineer,senior,full-time,remote
2023,197000,US,M,Analytics engineer,senior,full-time,on-site
2023,106000,US,M,Analytics engineer,senior,full-time,on-site
2023,150000,US,M,ML engineer,mid-level,full-time,remote
2023,100000,US,M,ML engineer,mid-level,full-time,remote
2023,290000,US,M,Data Engineer,senior,full-time,remote
2023,210000,US,M,Data Engineer,senior,full-time,remote
2023,192000,US,M,Data Engineer,senior,full-time,on-site
2023,172800,US,M,Data Engineer,senior,full-time,on-site
2023,300240,US,M,Data Scientist,senior,full-time,on-site
2023,200160,US,M,Data Scientist,senior,full-time,on-site
2023,300240,US,M,Data Scientist,senior,full-time,on-site
2023,200160,US,M,Data Scientist,senior,full-time,on-site
2023,175000,US,M,Analytics engineer,senior,full-time,on-site
2023,140000,US,M,Analytics engineer,senior,full-time,on-site
2023,169000,US,M,Data Lead,senior,full-time,on-site
2023,100000,US,M,Data Lead,senior,full-time,on-site
2023,370000,US,M,Data Scientist,senior,full-time,on-site
2023,245000,US,M,Data Scientist,senior,full-time,on-site
2023,115447,GB,L,Data Engineer,mid-level,full-time,remote
2023,110000,US,S,Data Analyst,senior,full-time,remote
2023,80000,US,S,Data Analyst,senior,full-time,remote
2023,55000,US,M,Data Analyst,entry-level,full-time,on-site
2023,48000,US,M,Data Analyst,entry-level,full-time,on-site
2023,95000,US,M,Data Analyst,senior,full-time,on-site
2023,85000,US,M,Data Analyst,senior,full-time,on-site
2023,137500,US,M,Data Engineer,senior,full-time,remote
2023,81500,US,M,Data Engineer,senior,full-time,remote
2023,323300,US,M,ML engineer,senior,full-time,on-site
2023,184700,US,M,ML engineer,senior,full-time,on-site
2021,30000,GH,S,Data Scientist,mid-level,full-time,on-site
2023,186000,US,M,ML engineer,senior,full-time,remote
2023,153088,US,M,ML engineer,senior,full-time,remote
2023,190000,US,M,Data Engineer,mid-level,full-time,remote
2023,160000,US,M,Data Engineer,mid-level,full-time,remote
2023,200000,US,M,ML engineer,senior,full-time,remote
2023,150000,US,M,ML engineer,senior,full-time,remote
2023,190000,US,M,Data Engineer,mid-level,full-time,on-site
2023,183310,US,M,Data Engineer,mid-level,full-time,on-site
2023,240000,US,M,ML engineer,senior,full-time,remote
2023,180000,US,M,ML engineer,senior,full-time,remote
2023,200000,US,M,ML engineer,senior,full-time,remote
2023,150000,US,M,ML engineer,senior,full-time,remote
2023,299500,US,M,Data Lead,senior,full-time,on-site
2023,245100,US,M,Data Lead,senior,full-time,on-site
2023,144000,US,M,Data Engineer,senior,full-time,remote
2023,66000,US,M,Data Engineer,senior,full-time,remote
2023,148500,US,M,ML engineer,mid-level,full-time,on-site
2023,126277,US,M,ML engineer,mid-level,full-time,on-site
2023,228000,US,M,Data Architect,senior,full-time,on-site
2023,120000,US,M,Data Architect,senior,full-time,on-site
2023,180000,US,M,ML engineer,senior,full-time,on-site
2023,90000,US,M,ML engineer,senior,full-time,on-site
2023,126500,US,M,Data Scientist,senior,full-time,on-site
2023,78000,US,M,Data Scientist,senior,full-time,on-site
2023,180000,US,M,Data Engineer,senior,full-time,on-site
2023,160000,US,M,Data Engineer,senior,full-time,on-site
2023,272000,US,M,ML engineer,senior,full-time,on-site
2023,170000,US,M,ML engineer,senior,full-time,on-site
2023,80000,US,M,Data Analyst,mid-level,full-time,on-site
2023,60000,US,M,Data Analyst,mid-level,full-time,on-site
2023,259000,US,M,Data Engineer,senior,full-time,remote
2023,146000,US,M,Data Engineer,senior,full-time,remote
2023,200000,US,M,Data Engineer,senior,full-time,on-site
2023,160000,US,M,Data Engineer,senior,full-time,on-site
2023,310000,US,M,Data Engineer,executive,full-time,remote
2023,239000,US,M,Data Engineer,executive,full-time,remote
2023,142000,US,M,Data Analyst,senior,full-time,remote
2023,95000,US,M,Data Analyst,senior,full-time,remote
2023,155000,US,M,Data Scientist,senior,full-time,on-site
2023,139500,US,M,Data Scientist,senior,full-time,on-site
2023,140000,US,M,Data Engineer,mid-level,full-time,remote
2023,120000,US,M,Data Engineer,mid-level,full-time,remote
2023,259000,US,M,Data Engineer,senior,full-time,remote
2023,146000,US,M,Data Engineer,senior,full-time,remote
2023,109371,HR,M,Data Analyst,mid-level,full-time,on-site
2023,72914,HR,M,Data Analyst,mid-level,full-time,on-site
2023,17779,PL,L,Data Analyst,entry-level,part-time,remote
2023,19522,BR,L,Data Scientist,entry-level,full-time,remote
2023,247500,US,M,Data Lead,senior,full-time,on-site
2023,172200,US,M,Data Lead,senior,full-time,on-site
2023,225000,US,M,Data Scientist,senior,full-time,on-site
2023,156400,US,M,Data Scientist,senior,full-time,on-site
2023,139500,US,M,Data Engineer,senior,full-time,on-site
2023,109400,US,M,Data Engineer,senior,full-time,on-site
2023,125000,US,M,Data Engineer,mid-level,full-time,on-site
2023,90000,US,M,Data Engineer,mid-level,full-time,on-site
2023,107309,FR,M,Data Engineer,senior,full-time,remote
2023,75116,FR,M,Data Engineer,senior,full-time,remote
2023,185900,US,M,Data Scientist,senior,full-time,on-site
2023,129300,US,M,Data Scientist,senior,full-time,on-site
2023,139500,US,M,ML engineer,senior,full-time,on-site
2023,109400,US,M,ML engineer,senior,full-time,on-site
2023,120000,US,M,Data Analyst,senior,full-time,remote
2023,75000,US,M,Data Analyst,senior,full-time,remote
2023,169000,US,M,Data Analyst,senior,full-time,on-site
2023,110600,US,M,Data Analyst,senior,full-time,on-site
2023,288000,US,M,ML engineer,senior,full-time,remote
2023,140000,US,M,ML engineer,senior,full-time,remote
2023,288000,US,M,ML engineer,senior,full-time,remote
2023,140000,US,M,ML engineer,senior,full-time,remote
2023,120000,US,M,Data Engineer,mid-level,full-time,on-site
2023,90000,US,M,Data Engineer,mid-level,full-time,on-site
2023,72914,GB,M,Data Lead,mid-level,full-time,on-site
2023,60761,GB,M,Data Lead,mid-level,full-time,on-site
2023,215050,US,M,Data Scientist,senior,full-time,remote
2023,156400,US,M,Data Scientist,senior,full-time,remote
2023,198000,US,M,Data Architect,senior,full-time,remote
2023,114000,US,M,Data Architect,senior,full-time,remote
2023,75000,US,M,Data Analyst,entry-level,full-time,remote
2023,60000,US,M,Data Analyst,entry-level,full-time,remote
2023,204500,US,M,ML engineer,senior,full-time,on-site
2023,142200,US,M,ML engineer,senior,full-time,on-site
2023,209300,US,M,Data Scientist,senior,full-time,remote
2023,182200,US,M,Data Scientist,senior,full-time,remote
2023,140000,US,M,Data Lead,senior,full-time,on-site
2023,120000,US,M,Data Lead,senior,full-time,on-site
2022,85000,US,M,Data Scientist,entry-level,full-time,on-site
2023,48609,GB,M,ML engineer,mid-level,full-time,remote
2023,120000,GB,M,Data Scientist,entry-level,full-time,remote
2023,60000,GB,M,Data Scientist,entry-level,full-time,remote
2023,147100,US,M,ML engineer,senior,full-time,on-site
2023,90700,US,M,ML engineer,senior,full-time,on-site
2023,230000,US,M,Data Engineer,senior,full-time,on-site
2023,170000,US,M,Data Engineer,senior,full-time,on-site
2023,227000,US,M,Data Analyst,senior,full-time,on-site
2023,108000,US,M,Data Analyst,senior,full-time,on-site
2023,180000,US,M,Data Engineer,senior,full-time,remote
2023,160000,US,M,Data Engineer,senior,full-time,remote
2023,180000,US,M,Data Architect,senior,full-time,remote
2023,160000,US,M,Data Architect,senior,full-time,remote
2023,180000,US,M,Data Engineer,senior,full-time,on-site
2023,130000,US,M,Data Engineer,senior,full-time,on-site
2023,55800,ES,M,Data Analyst,senior,full-time,remote
2023,51508,ES,M,Data Analyst,senior,full-time,remote
2023,60000,US,L,Data Analyst,entry-level,full-time,remote
2023,50000,KW,L,Data Analyst,entry-level,full-time,hybrid
2023,226700,US,M,Data Engineer,senior,full-time,on-site
2023,133300,US,M,Data Engineer,senior,full-time,on-site
2023,252000,US,M,Data Engineer,senior,full-time,on-site
2023,129000,US,M,Data Engineer,senior,full-time,on-site
2023,151902,GB,L,Data Architect,senior,full-time,remote
2023,9727,IN,L,Data Scientist,entry-level,full-time,on-site
2023,80000,US,M,Data Analyst,senior,full-time,on-site
2023,52500,US,M,Data Analyst,senior,full-time,on-site
2023,250000,US,M,Data Engineer,senior,full-time,remote
2023,162500,US,M,Data Engineer,senior,full-time,remote
2023,85000,US,M,Data Analyst,entry-level,full-time,remote
2023,75000,US,M,Data Analyst,entry-level,full-time,remote
2023,153600,US,M,Data Analyst,senior,full-time,on-site
2023,106800,US,M,Data Analyst,senior,full-time,on-site
2023,165000,US,M,Data Analyst,mid-level,full-time,on-site
2023,124000,US,M,Data Analyst,mid-level,full-time,on-site
2023,115934,US,M,Data Analyst,senior,full-time,remote
2023,81666,US,M,Data Analyst,senior,full-time,remote
2023,167580,US,M,Data Engineer,senior,full-time,on-site
2023,87980,US,M,Data Engineer,senior,full-time,on-site
2023,250000,US,M,Data Engineer,senior,full-time,remote
2023,63000,US,M,Data Engineer,senior,full-time,remote
2023,253750,ES,M,Data Scientist,senior,full-time,on-site
2023,169200,ES,M,Data Scientist,senior,full-time,on-site
2023,253750,ES,M,Data Scientist,senior,full-time,on-site
2023,169200,ES,M,Data Scientist,senior,full-time,on-site
2023,170000,US,M,Data Scientist,mid-level,full-time,on-site
2023,120000,US,M,Data Scientist,mid-level,full-time,on-site
2023,124740,US,M,Data Engineer,senior,full-time,on-site
2023,65488,US,M,Data Engineer,senior,full-time,on-site
2023,213580,US,M,Data Engineer,senior,full-time,remote
2023,163625,US,M,Data Engineer,senior,full-time,remote
2023,12000,VN,L,Data Engineer,entry-level,full-time,on-site
2022,375000,US,M,ML engineer,senior,full-time,remote
2023,101943,IE,M,Data Engineer,senior,full-time,remote
2023,16414,IN,L,Data Analyst,mid-level,full-time,remote
2023,220000,US,M,ML engineer,senior,full-time,on-site
2023,170000,US,M,ML engineer,senior,full-time,on-site
2023,235000,US,M,Data Engineer,executive,full-time,on-site
2023,210000,US,M,Data Engineer,executive,full-time,on-site
2023,180000,US,M,Data Architect,senior,full-time,remote
2023,115000,US,M,Data Architect,senior,full-time,remote
2023,200000,US,M,Data Architect,senior,full-time,remote
2023,115000,US,M,Data Architect,senior,full-time,remote
2023,231250,US,M,Data Lead,senior,full-time,remote
2023,138750,US,M,Data Lead,senior,full-time,remote
2023,284310,US,M,ML engineer,senior,full-time,on-site
2023,153090,US,M,ML engineer,senior,full-time,on-site
2023,160000,US,M,Data Engineer,senior,full-time,remote
2023,75000,US,M,Data Engineer,senior,full-time,remote
2023,125000,US,M,Data Analyst,mid-level,full-time,on-site
2023,105000,US,M,Data Analyst,mid-level,full-time,on-site
2023,109371,GB,M,Data Analyst,mid-level,full-time,on-site
2023,85066,GB,M,Data Analyst,mid-level,full-time,on-site
2023,55000,US,M,Data Analyst,entry-level,full-time,on-site
2023,48000,US,M,Data Analyst,entry-level,full-time,on-site
2023,100000,US,M,Data Analyst,entry-level,full-time,hybrid
2023,225900,US,M,Data Lead,senior,full-time,on-site
2023,156400,US,M,Data Lead,senior,full-time,on-site
2023,250000,US,M,Data Engineer,senior,full-time,remote
2023,162500,US,M,Data Engineer,senior,full-time,remote
2023,318300,US,M,ML engineer,senior,full-time,remote
2023,188800,US,M,ML engineer,senior,full-time,remote
2023,385000,US,M,Data Analyst,senior,full-time,on-site
2023,60000,US,M,Data Analyst,senior,full-time,on-site
2023,110000,US,M,Data Analyst,mid-level,full-time,remote
2023,95000,US,M,Data Analyst,mid-level,full-time,remote
2023,145000,US,M,Data Scientist,senior,full-time,remote
2023,135000,US,M,Data Scientist,senior,full-time,remote
2023,180180,US,M,Data Analyst,senior,full-time,on-site
2023,106020,US,M,Data Analyst,senior,full-time,on-site
2023,93919,US,M,Data Analyst,senior,full-time,remote
2023,51962,US,M,Data Analyst,senior,full-time,remote
2023,241871,US,M,Data Engineer,senior,full-time,on-site
2023,133832,US,M,Data Engineer,senior,full-time,on-site
2023,170000,US,M,Data Scientist,senior,full-time,remote
2023,90000,US,M,Data Scientist,senior,full-time,remote
2023,210914,US,M,Data Engineer,executive,full-time,remote
2023,116704,US,M,Data Engineer,executive,full-time,remote
2023,192500,US,M,Data Analyst,senior,full-time,remote
2023,140000,US,M,Data Analyst,senior,full-time,remote
2023,149076,US,M,Data Scientist,senior,full-time,on-site
2023,82365,US,M,Data Scientist,senior,full-time,on-site
2023,36000,MX,S,ML engineer,mid-level,full-time,remote
2023,175000,US,M,Data Scientist,senior,full-time,on-site
2023,148750,US,M,Data Scientist,senior,full-time,on-site
2023,370000,US,M,Data Scientist,senior,full-time,on-site
2023,200000,US,M,Data Scientist,senior,full-time,on-site
2023,235000,US,M,Data Scientist,senior,full-time,remote
2023,185000,US,M,Data Scientist,senior,full-time,remote
2023,121523,GB,M,ML engineer,mid-level,full-time,on-site
2023,97218,GB,M,ML engineer,mid-level,full-time,on-site
2023,216100,US,M,Data Scientist,senior,full-time,on-site
2023,140800,US,M,Data Scientist,senior,full-time,on-site
2023,145828,GB,M,ML engineer,mid-level,full-time,on-site
2023,121523,GB,M,ML engineer,mid-level,full-time,on-site
2023,53654,NL,L,ML engineer,senior,full-time,remote
2023,110000,US,S,Data Scientist,entry-level,full-time,hybrid
2023,128000,US,M,Data Engineer,senior,full-time,on-site
2023,81500,US,M,Data Engineer,senior,full-time,on-site
2023,66837,GB,M,Data Engineer,mid-level,full-time,remote
2023,63192,GB,M,Data Engineer,mid-level,full-time,remote
2023,60761,GB,M,Data Analyst,mid-level,full-time,on-site
2023,54685,GB,M,Data Analyst,mid-level,full-time,on-site
2023,284000,US,M,Data Engineer,executive,full-time,remote
2023,236000,US,M,Data Engineer,executive,full-time,remote
2023,248100,CA,M,Data Scientist,senior,full-time,on-site
2023,145900,CA,M,Data Scientist,senior,full-time,on-site
2023,155850,US,M,Data Scientist,senior,full-time,on-site
2023,102544,US,M,Data Scientist,senior,full-time,on-site
2023,151410,US,M,Data Scientist,mid-level,full-time,remote
2023,115360,US,M,Data Scientist,mid-level,full-time,remote
2023,66531,ES,M,Data Engineer,mid-level,full-time,remote
2023,59020,ES,M,Data Engineer,mid-level,full-time,remote
2023,125686,CA,M,Data Lead,senior,full-time,hybrid
2023,100000,NL,L,Data Engineer,senior,full-time,hybrid
2023,12767,IN,L,Data Scientist,entry-level,full-time,hybrid
2023,250000,US,M,Data Scientist,senior,full-time,on-site
2023,162500,US,M,Data Scientist,senior,full-time,on-site
2023,185000,GB,M,Data Scientist,senior,full-time,on-site
2023,120250,GB,M,Data Scientist,senior,full-time,on-site
2023,26827,DE,L,Data Engineer,entry-level,full-time,remote
2022,180000,US,M,Data Scientist,entry-level,full-time,remote
2023,85000,US,M,Data Scientist,mid-level,full-time,on-site
2023,70000,US,M,Data Scientist,mid-level,full-time,on-site
2023,135000,US,M,Data Analyst,senior,full-time,remote
2023,100000,US,M,Data Analyst,senior,full-time,remote
2023,155000,US,M,Data Lead,executive,full-time,on-site
2023,140000,US,M,Data Lead,executive,full-time,on-site
2023,204500,US,M,ML engineer,senior,full-time,on-site
2023,142200,US,M,ML engineer,senior,full-time,on-site
2023,226700,US,M,Data Engineer,senior,full-time,on-site
2023,133300,US,M,Data Engineer,senior,full-time,on-site
2023,225000,US,M,Data Scientist,senior,full-time,remote
2023,156400,US,M,Data Scientist,senior,full-time,remote
2023,163800,US,M,Data Engineer,senior,full-time,on-site
2023,126000,US,M,Data Engineer,senior,full-time,on-site
2023,163800,US,M,ML engineer,senior,full-time,on-site
2023,126000,US,M,ML engineer,senior,full-time,on-site
2023,220000,US,M,ML engineer,senior,full-time,on-site
2023,150000,US,M,ML engineer,senior,full-time,on-site
2023,145000,US,M,Data Engineer,senior,full-time,on-site
2023,115000,US,M,Data Engineer,senior,full-time,on-site
2023,204500,US,M,Data Lead,senior,full-time,on-site
2023,138900,US,M,Data Lead,senior,full-time,on-site
2023,162500,US,M,Data Engineer,mid-level,full-time,on-site
2023,130000,US,M,Data Engineer,mid-level,full-time,on-site
2023,150000,US,M,Data Engineer,senior,full-time,remote
2023,107000,US,M,Data Engineer,senior,full-time,remote
2023,175000,US,M,Data Engineer,executive,full-time,on-site
2023,110000,US,M,Data Engineer,executive,full-time,on-site
2023,226700,US,M,Data Engineer,senior,full-time,on-site
2023,133300,US,M,Data Engineer,senior,full-time,on-site
2023,252000,US,M,Data Engineer,senior,full-time,on-site
2023,129000,US,M,Data Engineer,senior,full-time,on-site
2023,150000,US,M,ML engineer,senior,full-time,on-site
2023,125000,US,M,ML engineer,senior,full-time,on-site
2023,252000,US,M,Data Engineer,senior,full-time,on-site
2023,129000,US,M,Data Engineer,senior,full-time,on-site
2023,225000,US,M,Data Scientist,senior,full-time,on-site
2023,156400,US,M,Data Scientist,senior,full-time,on-site
2022,23000,IN,L,Data Scientist,mid-level,full-time,remote
2023,110000,US,L,ML engineer,mid-level,full-time,remote
2023,265000,US,M,Data Engineer,senior,full-time,remote
2023,182750,US,M,Data Engineer,senior,full-time,remote
2023,130000,US,M,Data Analyst,mid-level,full-time,on-site
2023,100000,US,M,Data Analyst,mid-level,full-time,on-site
2023,153600,US,M,Data Analyst,senior,full-time,on-site
2023,106800,US,M,Data Analyst,senior,full-time,on-site
2023,137500,US,M,Data Engineer,senior,full-time,on-site
2023,81500,US,M,Data Engineer,senior,full-time,on-site
2023,314100,US,M,Data Lead,executive,full-time,on-site
2023,195800,US,M,Data Lead,executive,full-time,on-site
2023,205000,US,M,Data Scientist,senior,full-time,on-site
2023,180000,US,M,Data Scientist,senior,full-time,on-site
2023,165000,US,M,Data Scientist,senior,full-time,remote
2023,144000,US,M,Data Scientist,senior,full-time,remote
2023,160000,US,M,Data Analyst,entry-level,full-time,on-site
2023,100000,US,M,Data Analyst,entry-level,full-time,on-site
2023,200000,US,M,Data Engineer,executive,full-time,on-site
2023,145000,US,M,Data Engineer,executive,full-time,on-site
2023,150000,US,M,Data Analyst,mid-level,full-time,on-site
2023,100000,US,M,Data Analyst,mid-level,full-time,on-site
2023,199000,US,M,Data Lead,senior,full-time,on-site
2023,112000,US,M,Data Lead,senior,full-time,on-site
2023,105000,US,M,Data Scientist,senior,full-time,on-site
2023,70000,US,M,Data Scientist,senior,full-time,on-site
2023,130000,SE,S,Data Engineer,entry-level,full-time,remote
2023,180180,US,M,Data Analyst,senior,full-time,on-site
2023,106020,US,M,Data Analyst,senior,full-time,on-site
2023,160000,US,M,Data Engineer,entry-level,full-time,on-site
2023,135000,US,M,Data Engineer,entry-level,full-time,on-site
2023,183000,US,M,Data Scientist,senior,full-time,on-site
2023,134000,US,M,Data Scientist,senior,full-time,on-site
2023,220000,US,M,ML engineer,senior,full-time,on-site
2023,150000,US,M,ML engineer,senior,full-time,on-site
2023,350000,US,L,Data Scientist,senior,full-time,on-site
2023,262500,US,L,Data Scientist,senior,full-time,on-site
2023,122000,US,M,Data Analyst,senior,full-time,on-site
2023,94000,US,M,Data Analyst,senior,full-time,on-site
2023,276000,US,M,ML engineer,senior,full-time,on-site
2023,184000,US,M,ML engineer,senior,full-time,on-site
2023,310000,US,M,Data Engineer,executive,full-time,remote
2023,239000,US,M,Data Engineer,executive,full-time,remote
2023,225000,US,M,Data Scientist,senior,full-time,remote
2023,156400,US,M,Data Scientist,senior,full-time,remote
2023,180000,US,M,ML engineer,mid-level,full-time,remote
2023,150000,US,M,ML engineer,mid-level,full-time,remote
2023,228000,US,M,Data Scientist,senior,full-time,on-site
2023,152000,US,M,Data Scientist,senior,full-time,on-site
